STRIP_NO,STAND_NO,kmCal,kmAct,STRAINRATE_POST,KM,STRAIN_RATE
7448972100,6,181.0913,181.1425,44.93937,180.1238,43.06184
7448972100,7,208.7059,208.5036,43.56633,206.6071,41.29629
7448972200,1,130.736,128.1093,6.623037,130.6757,6.609092
7448972200,2,142.7352,136.5497,11.60366,142.7095,11.5586
7448972200,3,144.8635,143.4141,17.89133,144.8337,17.94703
7448972200,4,166.202,169.2377,23.90149,166.0301,23.99771
7448972200,5,172.2584,166.1187,38.88583,171.4442,37.56203
7448972200,6,181.8661,176.188,44.43509,180.6667,42.9667
7448972200,7,209.3197,203.3571,42.93141,207.1625,41.18994
7448972300,1,132.2957,132.8896,6.269195,132.3122,6.276176
7448972300,2,140.3858,141.0632,11.27484,140.3297,11.33349
7448972300,3,146.0495,146.8515,17.74153,145.9764,17.7383
7448972300,4,168.3374,169.9488,24.04639,168.0799,23.86033
7448972300,5,170.2097,167.2761,38.59736,169.4212,37.55341
7448972300,6,179.8288,179.4989,44.57779,178.7549,43.12616
7448972300,7,210.9398,214.4119,43.70679,208.8514,41.44364
7450170100,1,127.6891,152.1741,7.87944,127.6536,7.97183
7450170100,2,140.4234,158.557,15.99009,141.2274,16.60252
7450170100,3,148.8924,148.7667,32.38167,148.8401,31.85786
7450170100,4,179.1829,182.4048,45.6577,179.0551,44.82868
7450170100,5,196.5468,205.0736,81.35683,194.2558,77.66234
7450170100,6,200.6165,183.4391,88.8972,198.4472,86.77483
7450170100,7,217.2728,255.2147,71.65554,214.3568,81.10575
7450170200,1,131.9628,151.8012,9.123574,132.0054,9.15188
7450170200,2,147.9863,159.9144,19.05004,148.0181,19.07102
7450170200,3,146.3188,151.2888,36.43507,146.1201,36.61244
7450170200,4,182.2073,188.8191,51.57357,182.0282,51.53585
7450170200,5,196.4088,201.3455,91.93597,194.9873,89.30836
7450170200,6,213.0435,195.1626,101.8504,211.3157,99.80621
7450170200,7,242.4724,240.4663,93.94014,240.1294,93.29585
7450170300,1,133.4029,136.6876,8.517364,133.3743,8.385948
7450170300,2,144.3184,151.75,17.43844,144.1378,17.45417
7450170300,3,146.177,147.5381,33.27609,145.9573,33.47431
7450170300,4,185.868,187.0258,47.153,185.565,47.08675
7450170300,5,194.5169,192.9824,86.24091,192.5022,81.54819
7450170300,6,209.3133,182.5737,93.57907,207.608,91.09817
7450170300,7,222.4615,241.0087,77.52927,220.1454,85.13676
7450170400,1,133.1905,140.8871,8.669357,133.154,8.655095
7450170400,2,143.8668,155.9569,17.05624,144.0807,17.29535
7450170400,3,157.9899,157.6032,32.10426,157.5794,31.44688
7450170400,4,196.4727,205.108,43.93854,195.8138,44.23698
7450170400,5,209.2709,216.1143,76.1235,208.0711,74.26432
7450170400,6,245.3829,244.2805,90.09486,243.6903,83.09135
7450170400,7,273.0371,281.8804,79.7489,270.0513,79.31825
7450170500,1,133.8759,138.9661,8.172845,133.8109,8.147114
7450170500,2,145.6355,155.6084,16.44819,145.878,16.69968
7450170500,3,157.3766,149.2694,29.8884,157.0267,28.96224
7450170500,4,181.0941,187.7059,38.62363,180.1134,38.32361
7450170500,5,180.2501,185.4143,66.99854,179.2236,65.24692
7450170500,6,190.3101,203.3986,79.21046,189.133,78.18269
7450170500,7,248.0195,248.1378,71.88273,245.9942,69.36531
7450170700,1,126.4378,130.7271,7.438807,126.4719,7.422053
7450170700,2,139.1638,148.1484,15.07262,139.2545,15.1902
7450170700,3,149.9357,147.5276,27.15606,149.26,26.31273
7450170700,4,170.3259,184.5102,34.88863,169.3629,34.79024
7450170700,5,178.114,186.3472,60.25186,176.9436,59.18683
7450170700,6,188.0827,206.4325,72.46004,186.7947,70.8826
7450170700,7,244.0013,253.4734,68.10904,241.4465,62.8702
7450170800,1,127.5312,129.3836,7.449687,127.5853,7.433511
7450170800,2,136.4603,147.1557,15.04069,136.5258,15.20542
7450170800,3,148.9124,147.1391,26.96186,148.3871,26.32791
7450170800,4,171.852,183.9408,34.9946,171.052,34.80064
7450170800,5,179.1453,184.5405,61.49253,177.7678,59.18885
7450170800,6,190.879,209.9865,71.12035,189.2108,70.87141
7450170800,7,244.3812,249.8306,67.20861,242.73,62.85388
7448870100,1,,,,132.5375,7.859984
7448870100,2,209.312,5.891309,25.46515,143.2481,15.45806
7448870100,3,216.3902,7.56963,67.72835,155.2131,25.9071
7448870100,4,254.9982,9.369218,106.7748,182.0261,33.61562
7448870100,5,292.5706,11.23443,160.765,202.693,55.25611
7448870100,6,310.9287,12.74673,154.1216,228.8493,65.537
7448870100,7,343.1288,8.025894,81.75104,254.4914,56.84986
7448870200,1,136.2366,147.412,7.874251,136.2675,7.849192
7448870200,2,146.4628,160.4683,15.11491,146.3812,15.44428
7448870200,3,153.8703,167.4493,25.65973,153.6931,25.89385
7448870200,4,186.8912,184.9765,33.97499,186.9971,33.60686
7448870200,5,198.8447,211.4243,55.12413,198.4715,55.25504
7448870200,6,222.947,227.1758,66.89496,222.5428,65.5472
7448870200,7,262.7921,249.0806,61.27274,261.4863,56.86398
7448870300,1,121.6729,137.6421,6.16171,121.6548,6.155349
7448870300,2,133.9302,150.6952,11.70759,134.0077,11.7181
7448870300,3,152.842,156.1597,19.80862,152.5183,19.29707
7448870300,4,178.2615,185.9715,27.14133,177.6102,26.9145
7448870300,5,194.9388,205.2634,44.97176,193.513,43.83005
7448870300,6,224.8248,229.6596,53.36192,222.8833,51.75061
7448870300,7,253.4268,254.9794,49.78162,251.4588,49.64017
7448870400,1,117.7888,139.543,6.176924,117.7755,6.157219
7448870400,2,132.1344,154.0475,11.71914,132.1642,11.72049
7448870400,3,152.7635,158.6265,19.66223,152.4297,19.29945
7448870400,4,178.919,189.7476,27.13448,178.1605,26.91621
7448870400,5,196.084,205.7663,45.27623,194.4188,43.83042
7448870400,6,225.1474,231.7517,53.51217,222.947,51.749
7448870400,7,253.4855,258.6465,50.34462,251.0988,49.63747
7448870500,1,128.1027,134.2814,6.157686,128.0519,6.146691
7448870500,2,140.7582,150.2003,11.65756,140.8297,11.71085
7448870500,3,147.0202,155.8742,19.3249,146.8937,19.29743
7448870500,4,166.3549,177.096,27.32231,165.7842,26.92775
7448870500,5,175.0538,187.0512,44.48009,174.1195,43.87065
7448870500,6,183.7434,196.0967,53.62094,182.7173,51.81459
7448870500,7,212.4501,233.4162,51.55047,211.2009,49.71104
7448870600,1,129.787,138.5758,6.169056,129.7315,6.144606
7448870600,2,139.2802,154.5322,11.66065,139.292,11.70819
7448870600,3,150.9534,160.8968,19.48211,150.7814,19.29478
7448870600,4,165.925,179.8295,26.79865,165.622,26.92589
7448870600,5,173.4505,183.7227,45.008,172.6001,43.87037
7448870600,6,185.5213,191.5328,53.8339,184.2679,51.81647
7448870600,7,213.3085,239.1754,50.96243,211.8904,49.71415
7448870700,1,127.5689,131.3861,6.223397,127.5009,6.137253
7448870700,2,143.0579,149.6699,11.74678,142.9683,11.69879
7448870700,3,146.6264,151.9694,19.37388,146.3655,19.28543
7448870700,4,168.2528,177.2294,27.10261,167.6513,26.91914
7448870700,5,175.9959,182.8832,45.01165,174.9266,43.86893
7448870700,6,183.6489,189.2943,53.03108,182.3174,51.8228
7448870700,7,213.6937,238.2466,51.09348,212.1838,49.72494
7448870800,1,118.6673,129.2048,6.169689,118.6323,6.152587
7448870800,2,135.7858,147.9897,11.7584,135.8143,11.7184
7448870800,3,142.2652,151.0358,19.44881,142.1085,19.30497
7448870800,4,165.2045,176.4621,27.12306,164.8108,26.93318
7448870800,5,175.6369,186.5214,44.456,174.7488,43.87189
7448870800,6,186.4707,192.7951,52.32964,185.1521,51.80964
7448870800,7,217.5719,228.0271,52.76181,216.179,49.70246
7448870900,1,128.0965,129.587,6.20814,128.0267,6.136844
7448870900,2,144.1547,147.0807,11.81551,144.0623,11.69827
7448870900,3,146.0275,149.8851,19.31248,145.7552,19.28491
7448870900,4,170.176,173.4559,27.00357,169.521,26.91876
7448870900,5,179.1712,186.0148,43.96312,178.2265,43.86884
7448870900,6,185.3042,186.9099,52.6374,184.1104,51.82314
7448870900,7,218.7145,214.0893,53.03951,217.1838,49.72554
7448871000,1,128.0391,128.489,6.23527,127.9907,6.146443
7448871000,2,144.3656,146.3074,11.82097,144.2162,11.71054
7448871000,3,146.5564,150.6317,19.4315,146.0572,19.29713
7448871000,4,170.2162,173.3972,26.95247,169.6855,26.92753
7448871000,5,178.9714,183.8144,44.59728,178.5613,43.87068
7448871000,6,184.3167,182.8602,52.99086,183.6634,51.81488
7448871000,7,216.5975,224.5775,53.23396,215.6884,49.71146
7448871100,1,129.0222,129.0686,6.224996,128.9806,6.149972
7448871100,2,145.7599,148.0271,11.7693,145.6482,11.71505
7448871100,3,148.8346,152.9688,19.45233,148.4467,19.30161
7448871100,4,170.4621,174.5013,26.79942,169.95,26.93076
7448871100,5,178.758,183.9685,44.17538,178.0323,43.87138
7448871100,6,187.9439,185.9339,52.56867,186.972,51.81184
7448871100,7,221.4416,213.5888,53.94015,218.9876,49.70629
7448871500,1,124.7589,121.3521,8.017327,124.8183,7.984255
7448871500,2,138.2917,141.4013,16.37683,138.0532,16.13391
7448871500,3,142.3679,151.5996,28.64725,142.1157,29.32164
7448871500,4,177.9205,172.4803,41.86734,178.1567,41.85458
7448871500,5,183.1674,191.1917,69.68363,182.626,68.91823
7448871500,6,187.6539,191.582,78.41116,186.7239,77.34605
7448871500,7,237.823,229.8849,75.03403,235.8923,72.45678
7448871600,1,124.5565,131.25,8.140315,124.5732,8.093222
7448871600,2,139.7272,149.1832,14.97205,140.0569,15.25111
7448871600,3,150.0765,152.3882,26.74527,149.3802,26.02895
7448871600,4,171.2159,168.3121,36.27092,169.9447,34.53584
7448871600,5,176.3443,181.7082,56.25989,174.5322,55.47369
7448871600,6,185.2821,183.1439,66.02547,183.9407,63.50735
7448871600,7,227.3342,241.7491,57.10126,225.8475,58.00806
7448871700,1,116.6544,123.2973,8.101669,116.6275,8.064204
7448871700,2,137.4441,143.6478,15.1255,137.6586,15.21519
7448871700,3,146.1093,150.0773,26.24589,145.614,25.99397
7448871700,4,174.8037,163.2992,35.92877,173.9445,34.51313
7448871700,5,177.2287,180.9559,56.1746,175.6656,55.47196
7448871700,6,185.3233,183.2597,64.65611,184.0777,63.5331
7448871700,7,235.3469,221.028,60.1991,234.0617,58.04635
7448871900,1,126.5427,136.2572,8.771066,126.5056,8.719005
7448871900,2,142.6673,155.8782,16.34014,143.0688,16.75204
7448871900,3,152.3336,163.7509,28.92658,152.0596,28.92872
7448871900,4,176.5794,172.1386,41.61985,176.1738,40.3679
7448871900,5,184.8001,177.9065,61.59184,183.0559,60.12926
7448871900,6,189.3917,177.0447,71.28587,187.616,69.80504
7448871900,7,243.5203,226.501,63.14937,240.6472,63.31739
7448872000,1,117.7285,124.9565,8.107763,117.7866,8.134772
7448872000,2,140.2037,143.7212,16.75686,140.1872,16.64652
7448872000,3,142.0514,158.494,29.6895,141.8249,30.57274
7448872000,4,179.6069,169.5935,45.91661,179.2289,42.51449
7448872000,5,185.3747,181.3204,67.47563,184.802,66.75096
7448872000,6,188.7548,186.5419,79.52853,188.0626,77.43211
7448872000,7,229.3298,229.1488,76.21281,227.847,72.89394
7448872100,1,132.469,132.268,8.630454,132.53,8.638903
7448872100,2,141.7156,153.2729,17.76009,141.8723,18.04191
7448872100,3,145.9385,166.202,33.83294,145.8764,34.80195
7448872100,4,185.7802,176.1832,53.30865,185.6259,50.67027
7448872100,5,193.2334,194.5404,82.11861,192.317,81.84333
7448872100,6,205.3046,195.1969,103.8814,204.2893,100.035
7448872100,7,230.8976,235.7496,92.06314,228.7762,90.74178
7448872200,1,123.8616,123.4205,8.253463,123.7997,8.228154
7448872200,2,130.4259,145.5612,16.76086,130.7755,17.18369
7448872200,3,145.8776,160.2026,33.22071,145.7267,33.14587
7448872200,4,184.1696,171.9697,51.05065,183.3739,48.25814
7448872200,5,194.8188,192.0518,79.02186,193.6581,77.94629
7448872200,6,202.8026,195.8277,98.72395,202.0662,95.27087
7448872200,7,223.6322,233.9211,88.03777,222.0711,86.41977
7448872300,1,122.0967,130.9941,8.974498,122.154,9.051074
7448872300,2,144.838,152.7536,19.1335,145.0001,18.91645
7448872300,3,144.3752,163.9273,36.08134,144.038,36.51143
7448872300,4,185.9203,175.7018,54.08898,185.651,53.18161
7448872300,5,199.701,194.5375,88.86983,197.6002,85.92983
7448872300,6,204.0528,184.9105,107.2259,202.007,105.0563
7448872300,7,237.0516,215.5121,95.64523,233.9619,95.30994
7448872400,1,133.4793,133.2182,8.675664,133.5337,8.636
7448872400,2,145.4454,152.1679,17.95718,145.6013,18.03786
7448872400,3,150.6701,164.1255,35.53703,149.6613,34.79744
7448872400,4,180.004,178.8121,50.91651,178.9502,50.66701
7448872400,5,194.6959,190.4226,83.54941,193.5444,81.84245
7448872400,6,205.3346,191.6031,104.1426,203.875,100.0378
7448872400,7,232.7442,232.9707,94.69049,230.2158,90.74628
7448872900,1,123.6644,116.669,8.574946,123.5891,8.455803
7448872900,2,137.4082,147.2285,19.05403,137.1012,18.97923
7448872900,3,151.173,165.5138,37.53712,151.0813,38.44236
7448872900,4,183.4383,186.3604,54.8492,182.9968,54.62053
7448872900,5,196.5316,199.1846,89.96062,196.0643,88.81171
7448872900,6,202.1415,201.2653,106.8262,201.0405,102.7651
7448872900,7,231.4814,225.7957,103.4785,229.4077,97.09893
7448873000,1,121.6288,115.5915,8.565635,121.61,8.493953
7448873000,2,123.0998,142.7683,18.64375,123.1188,19.03471
7448873000,3,152.5089,163.7901,37.69353,152.5033,38.50414
7448873000,4,183.1172,188.9561,56.01299,182.702,54.66319
7448873000,5,196.7733,197.0921,92.70644,195.8976,88.82013
7448873000,6,202.0517,197.7456,107.5395,200.5676,102.7279
7448873000,7,230.7912,224.5184,98.29,228.4461,97.03744
7448873100,1,121.6319,115.2233,8.67098,121.6905,8.632628
7448873100,2,126.1616,139.4406,18.99357,126.2417,19.56937
7448873100,3,150.7393,160.3962,36.32708,150.497,36.49369
7448873100,4,184.2068,178.8875,52.60918,183.7131,51.01919
7448873100,5,193.0139,192.7183,82.5516,191.8312,80.33634
7448873100,6,203.3866,199.0043,101.2863,202.0705,99.74468
7448873100,7,232.0069,213.3923,97.65311,229.9557,92.51506
7448873200,1,126.1055,122.1145,8.626465,126.1516,8.620386
7448873200,2,142.2135,146.4759,19.4944,142.3722,19.55168
7448873200,3,154.3368,161.039,36.69665,153.7558,36.47505
7448873200,4,184.625,183.2333,51.96419,183.7181,51.00633
7448873200,5,193.3903,191.61,83.52824,192.006,80.333
7448873200,6,203.2878,198.4782,102.0433,201.6884,99.75629
7448873200,7,232.1698,221.0253,94.90599,229.7565,92.53431
7448873300,1,113.6023,115.6687,8.114769,113.6014,8.076208
7448873300,2,131.9523,133.9979,16.56952,132.1703,16.78445
7448873300,3,142.7522,153.1284,32.35083,142.1125,31.6854
7448873300,4,181.8767,175.8976,48.45444,180.7666,46.26033
7448873300,5,193.1232,197.9034,78.45158,191.4211,77.38876
7448873300,6,199.6343,201.3953,97.48856,197.8381,95.19366
7448873300,7,226.7698,214.7358,94.27862,224.1262,90.12915
7448873400,1,121.0152,118.5616,8.131216,121.0097,8.073779
7448873400,2,132.6469,139.6649,16.50023,132.7927,16.78105
7448873400,3,146.2196,156.4272,32.20792,145.6023,31.68154
7448873400,4,182.3662,177.4026,47.39127,181.5238,46.25736
7448873400,5,195.3252,199.4147,79.30855,193.9157,77.38771
7448873400,6,201.5305,205.2283,97.29221,199.9102,95.19574
7448873400,7,229.1313,208.1031,94.23723,226.6923,90.13305
7448873500,1,123.6633,119.6296,8.136044,123.6158,8.046537
7448873500,2,133.6653,141.2526,16.42794,133.8403,16.74303
7448873500,3,149.0742,155.8046,32.464,148.4752,31.63906
7448873500,4,181.2794,178.6639,46.55324,180.3735,46.22511
7448873500,5,194.6845,197.6306,79.13248,193.4037,77.37738
7448873500,6,200.9152,199.7029,98.7346,199.322,95.22128
7448873500,7,225.6342,203.0003,92.48755,223.1518,90.17825
7448873600,1,123.7427,123.0454,8.114197,123.7278,8.067102
7448873600,2,135.4723,145.0602,16.50739,135.7102,16.77172
7448873600,3,150.805,159.7215,32.00372,150.2481,31.67111
7448873600,4,180.1354,179.9944,46.99071,179.3499,46.24953
7448873600,5,194.3749,199.7769,79.42155,193.1681,77.38532
7448873600,6,199.6456,200.9758,98.73603,198.1162,95.20213
7448873600,7,221.4377,201.5576,92.44508,219.1095,90.14421
7448873700,1,130.1048,135.7108,9.320769,130.0505,9.288037
7448873700,2,148.5082,154.2943,19.51633,148.5638,19.30256
7448873700,3,148.8634,163.7374,36.09457,148.4334,36.43847
7448873700,4,181.1893,182.4858,53.44489,180.9087,53.1996
7448873700,5,191.8523,201.3874,91.08535,191.0202,88.99677
7448873700,6,202.0703,199.7398,112.5276,200.9529,109.4718
7448873700,7,229.2339,206.0445,103.8183,226.5132,103.6474
7448874600,1,124.5475,127.1819,8.878829,124.5254,8.825527
7448874600,2,141.4898,152.0787,20.06903,141.2505,19.73418
7448874600,3,151.9306,171.3518,39.40522,151.1965,39.3811
7448874600,4,186.7571,192.2097,61.09551,185.6092,58.36218
7448874600,5,196.0251,207.1645,96.33346,194.9206,96.68787
7448874600,6,202.0033,210.1393,122.0006,200.5195,118.0612
7448874600,7,231.4636,264.9383,100.5122,227.7724,103.6397
7448874700,1,123.5101,129.0377,8.400298,123.5551,8.421039
7448874700,2,142.555,150.5372,19.06472,142.5484,18.84385
7448874700,3,155.8733,176.2851,38.74133,154.7306,37.62767
7448874700,4,186.1231,195.6877,57.09699,184.8182,55.78662
7448874700,5,203.8372,215.4594,93.51337,202.7815,92.45301
7448874700,6,199.6822,226.0523,116.9148,198.196,112.9176
7448874700,7,233.8247,282.3403,103.2935,229.4621,99.13704
7448874800,1,123.9938,129.2531,8.409447,124.0468,8.426847
7448874800,2,141.6856,150.4161,18.91791,141.7527,18.85242
7448874800,3,157.5456,171.2273,39.03706,156.4247,37.63747
7448874800,4,187.505,195.4424,56.92933,186.1752,55.79382
7448874800,5,205.8708,213.8623,95.01359,204.2792,92.45487
7448874800,6,203.5219,223.1729,116.6286,201.5977,112.9113
7448874800,7,238.8437,280.0383,99.42443,235.8085,99.1276
7448874900,1,125.2833,128.5356,8.534351,125.2122,8.438857
7448874900,2,144.3635,149.6014,18.88085,144.5678,18.87007
7448874900,3,161.8106,167.9163,39.29494,160.5898,37.65754
7448874900,4,189.5993,193.5208,57.32544,188.113,55.80867
7448874900,5,208.0441,204.5204,96.52821,206.2813,92.45866
7448874900,6,207.4163,214.6037,118.2424,205.2328,112.8981
7448874900,7,218.4984,265.3602,91.70191,215.416,99.10787
7448875000,1,125.8141,131.8766,8.406658,125.8493,8.414109
7448875000,2,145.3916,153.6076,18.62826,145.6732,18.83363
7448875000,3,163.3033,175.951,39.18795,162.0335,37.61598
7448875000,4,189.458,204.0863,55.65918,188.4404,55.77802
7448875000,5,206.6743,215.119,95.23228,205.6938,92.45074
7448875000,6,208.133,225.1103,119.2529,206.4183,112.9251
7448875000,7,226.7453,277.0818,99.10216,222.6931,99.1484
7448875100,1,118.7294,130.683,10.05932,118.7355,10.1086
7448875100,2,138.6637,152.7885,23.69619,138.6104,23.87861
7448875100,3,155.1281,169.4286,40.4594,156.1579,44.07286
7448875100,4,200.9293,203.4906,68.77538,200.464,65.11114
7448875100,5,198.4932,208.0569,114.1563,197.366,110.4752
7448875100,6,198.2719,202.2407,136.6167,196.5278,131.7055
7448875100,7,230.0064,251.2926,105.5955,227.4199,115.139
7448875200,1,115.2554,127.2417,9.957622,115.3079,10.00353
7448875200,2,134.1576,149.2518,23.27552,134.0615,23.38401
7448875200,3,155.6051,175.1119,47.55829,155.8804,49.94607
7448875200,4,186.3764,202.6417,62.93913,186.3363,61.87011
7448875200,5,202.4639,210.5559,115.0698,202.0863,110.5526
7448875200,6,191.4055,199.1509,135.4615,190.3101,131.3949
7448875200,7,229.7002,240.6442,114.2902,227.9122,114.6841
7448875300,1,111.0732,122.3447,9.582535,111.0708,9.571569
7448875300,2,134.7451,146.4825,22.55972,134.7881,22.60403
7448875300,3,157.047,170.2131,41.35303,156.6923,41.71231
7448875300,4,185.9173,200.714,62.1565,185.4256,61.61565
7448875300,5,198.4894,212.1922,107.4718,197.5218,104.5322
7448875300,6,202.5251,201.5818,129.0695,201.0406,124.6105
7448875300,7,227.4527,222.7653,105.4548,225.094,108.9318
7448875400,1,119.1812,125.1105,9.648811,119.191,9.588858
7448875400,2,137.2322,149.1583,22.55693,137.191,22.62165
7448875400,3,159.605,172.1906,41.62642,159.1689,41.71397
7448875400,4,189.0594,199.4303,63.42964,188.196,61.587
7448875400,5,201.4403,212.9068,108.2453,199.9899,104.4371
7448875400,6,197.8924,198.8262,129.4945,195.9402,124.4596
7448875400,7,227.2956,226.9242,108.0161,224.6676,108.7829
